zinc_id,smiles
ZINC000000007202,CCCN(CCC)[C@@H]1Cc2c(-c3ccncc3)ccc3c2[C@H](CN3)C1
ZINC000000007203,CCCN(CCC)[C@@H]1Cc2c(-c3ccccn3)ccc3c2[C@H](CN3)C1
ZINC000000007204,O=C(c1cn(C2CCSCC2)nn1)N1CCN(C2CCCC2)CC1
ZINC000000007205,CCCN(CCC)[C@@H]1Cc2c(-c3nccs3)ccc3c2[C@H](CN3)C1
ZINC000000007206,CCCN(CCC)[C@@H]1Cc2c(-c3cncs3)ccc3c2[C@H](CN3)C1
ZINC000000007207,Cn1nc2c(cc1=O)C[C@@H](C(=O)N1CC(C)(C)C1)CC2
ZINC000000007208,CCOc1cccc(-c2noc(CN3CCC(C)(c4nc(C)no4)CC3)n2)c1
ZINC000000007209,COc1cccc(-c2noc(CN3C[C@@H]4C(=O)N(C)C(=O)[C@H]4C3)n2)c1OC
ZINC000000007210,O=C(Nc1ccc(C(=O)O)c(O)c1)c1nc(-c2ccccc2)cs1
ZINC000000007211,O=C(O)c1ccc(Nc2nc(-c3ccccc3)cs2)cc1O
ZINC000000007212,O=C(c1ccc(C(=O)O)c(O)c1)c1nc(-c2ccccc2)cs1
ZINC000000007213,O=C(Nc1ccc(O)c(C(=O)O)c1)c1nc(-c2ccccc2)cs1
ZINC000000007214,O=C(O)c1cc(Oc2nccs2)ccc1O
ZINC000000007215,COc1cccc2c1CCN2C(=O)Cn1c(=O)c2oc3ccccc3c2n(C)c1=O
ZINC000000007216,COCc1noc([C@@H]2CCCCN2C(=O)CN2C(=O)COc3ccccc32)n1
ZINC000000007217,CC(C)(C)OC(=O)N1CCC(CCOC(=O)C2CS(=O)C2)CC1
ZINC000000007218,Cc1cccc(NC2=NCCO2)c1C
ZINC000000007219,Cc1cccc(C(=O)N2CC[C@@H](c3noc(-c4ccco4)n3)C2)c1
ZINC000000007220,c1cc2c(c(NC3=NCCO3)c1)CCCC2
ZINC000000007221,Cc1cccc(NC2=NCCN2)c1C
ZINC000000007222,CC(C)c1cccc(C(C)C)c1NC(=O)CSc1ccc(O)cc1
ZINC000000007223,CCc1cc(-n2ccnc2)cc2[nH]c(-c3ccncc3)nc12
ZINC000000007224,CC(C)C[C@H](C#N)CN1CC(F)C1
ZINC000000007225,COc1ccc([C@H](C)NC(=O)CN2Cc3ccccc3C2)cc1OC
ZINC000000007226,CN1C(=O)CC[C@@H](C(=O)OCCNC(=O)OC(C)(C)C)[C@@H]1c1ccc(F)cc1
ZINC000000007227,C#CCCN1CCN(Cc2nc(-c3cccc(OC)c3OC)no2)CC1
ZINC000000007228,C[C@@H](N/C(S)=N/c1ccc(C#N)nc1)C(C)(C)C
ZINC000000007229,C[C@@H](NC(=S)Nc1ccc(-n2ccnc2)nc1)C(C)(C)C
ZINC000000007230,CNS(=O)(=O)c1cc2c(cc1Cc1ccccc1)OCO2
ZINC000000007231,COc1ccc(-n2nncc2CN2CCN([C@@H](C)c3ccccn3)CC2)cc1F
ZINC000000007232,CCn1cc(CN(C)C(=O)[C@@H]2CC(=O)N(c3ccccc3F)C2)c(C)n1
ZINC000000007233,Nc1ccn([C@H]2S[C@@H](CO)[C@H](O)[C@H]2F)c(=O)n1
ZINC000000007234,Cc1ccc(F)cc1NC(=O)CN1CCN(C2CCOCC2)CC1
ZINC000000007235,CCOC(=O)N1[C@H]2CC[C@@H]1CC(CN1CCc3ccccc3C1)C2
ZINC000000007236,CN1CCC[C@H]1Cc1c[nH]c2ccc(-c3cccs3)cc12
ZINC000000007237,NC(=O)N1c2ccccc2C/C(=N\O)c2ccccc21
ZINC000000007238,Cc1cc(C)c2oc(N3CCNCC3)nc2c1
ZINC000000007239,CCn1nc(C)cc1COC(=O)c1ccc(CN2CCN(CCOC)CC2)cc1
ZINC000000007240,COc1ccc([C@@H](C)NC(=O)CN2Cc3ccccc3C2)cc1OC
ZINC000000007241,CCc1ccccc1CCNc1nc(C)c(C)s1
ZINC000000007242,COC(=O)[C@H](OC(=O)[C@H]1CCCN(C(=O)OC(C)(C)C)C1)c1ccc(C)cc1
ZINC000000007243,COC(=O)[C@]1(C)CCC[C@]2(C)c3cc(OC(C)C)ccc3CC[C@@H]21
ZINC000000007244,CC(C)C[C@@H](C#N)CN1CC(F)C1
ZINC000000007245,COc1ccc([C@H]2C=NNC(=O)C2)cc1OC1CCCC1
ZINC000000007246,CC1(C)CCc2[nH]cc(C(=O)Nc3nccs3)c2C1=O
ZINC000000007247,Cc1cnc(-c2nc(C3CCCC3)no2)cn1
ZINC000000007248,COc1ccc(/C=C/c2ccncc2)c2c1OC1(C=C2)CCCC1
ZINC000000007249,O=C(O)C[C@@H](O)c1cccc2[nH]c(CCc3ccccc3)nc12
ZINC000000007250,c1ccc2c(c1)Oc1ccccc1C2CN1CCCC1
ZINC000000007251,CCOC(=O)N(C)Cc1c(C)c([N+](=O)[O-])cc2[nH]c(=O)c(=O)[nH]c12
ZINC000000007252,CCc1cccc(CC)c1N1C(=O)Cc2ccccc2C1=O
ZINC000000007253,O=c1onc2n1-c1cc(Br)ccc1OC2
ZINC000000007254,C[C@@]12CCC3=C(CCc4cc(O)ccc43)[C@]13C[C@@H]3C[C@H]2O
ZINC000000007255,CO[C@@]1(C)[C@@H](O)C(=O)C(C)=C2OC(=O)c3c(C)cc(O)c(C)c3O[C@H]21
ZINC000000007256,N#Cc1ccccc1CN1CC(=O)N(CCc2ccccc2)C(=O)C1
ZINC000000007257,CC(C)OCCCNC(=O)CN1C[C@H]2C[C@H]1CS2
ZINC000000007258,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1
ZINC000000007259,COC(=O)[C@H]1[C@H](c2ccccc2)N[C@](C)(C(=O)O)[C@@H]1C(=O)OC
ZINC000000007260,C[C@H]1CCC(=O)N1C(=O)C#Cc1ccccc1
ZINC000000007261,O=C1OCCO/C1=C\C=C\c1cc2cc(Cl)c(Cl)cc2[nH]1
ZINC000000007262,COc1ccc(CCc2ccncc2)c2cc(C(C)C)oc12
ZINC000000007263,Cc1ncc2c(n1)CCc1cnc(-c3ccc(Cl)cc3)nc1-2
ZINC000000007264,CC1(C)Oc2ccc(C#N)cc2[C@@H]2[C@H]1OCCN2C(=O)c1ccccc1
ZINC000000007265,CC(C)n1cc(-c2ccccc2)c2ncnc(N)c21
ZINC000000007266,C[C@H](Oc1ccc(Cl)cc1)C(=O)OC1C[C@@H]2CC[C@H](C1)N2C
ZINC000000007267,COC(=O)c1c2c(c3ccccc3c1O)OC(C)(C)C=C2
ZINC000000007268,CO[C@H]1OCc2c(C)c(O)c(O)c(O)c21
ZINC000000007269,CN1CC(CSc2ncc[nH]2)=C[C@@H]2Cc3c(O)cccc3C[C@H]21
ZINC000000007270,CC(=O)c1c(-c2ccncc2)[nH]c(-c2ccncc2)c1C
ZINC000000007271,C/C=C1/CC[C@H]2[C@@H]3[C@H](O)[C@@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
ZINC000000007272,Cc1cc(C23CCCN2CCC3)cnc1Cl
ZINC000000007273,O=C1NC[C@@H](OC(=O)C2CCCCC2)n2nc(-c3cccc(F)c3)cc21
ZINC000000007274,CCc1ccc2c(-c3cccc(Cl)c3)nc(=O)n(CC)c2n1
ZINC000000007275,Cc1cccc(S(=O)(=O)N(C)[C@H](C)CCN2CCC(C)CC2)c1
ZINC000000007276,COCCN(C(=O)[C@@H]1CC(=O)N(c2cc(Cl)ccc2OC)C1)C1CCN(C)CC1
ZINC000000007277,COCCN(C(=O)[C@H]1CC(=O)N(Cc2ccccc2Cl)C1)C1CCN(C)CC1
ZINC000000007278,Cc1cc(C)c2c(no[n+]2[O-])n1
ZINC000000007279,c1cc(-c2noc(-c3cc4n(n3)CCC[C@@H]4N3CCOCC3)n2)cs1
ZINC000000007280,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1N
ZINC000000007281,NC(=O)[C@H](CO)NC1Cc2ccccc2C1
ZINC000000007282,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1C
ZINC000000007283,Nc1nc2c(s1)CCc1c-2sc2nc(-c3ccccc3)cn12
ZINC000000007284,Cc1c([N+](=O)[O-])cc2[nH]c(=O)c(=O)[nH]c2c1CN(C)CC(=O)O
ZINC000000007285,Nc1nc(Cl)c(N)c(NCC2(CO)CC2)n1
ZINC000000007286,COc1ccc(NC2=C(C)C(=O)CC2)cc1OC1Cc2ccccc2C1
ZINC000000007287,C[C@@]12CCc3c(sc4cc(O)ccc34)[C@H]1CC[C@@H]2O
ZINC000000007288,c1cc(NCc2ccc3c(c2)CC[C@H](C2CCCCC2)O3)ccn1
ZINC000000007289,OCc1nc2ccc(Oc3ccncc3)cc2[nH]1
ZINC000000007290,O=C(CN1CCC(n2c(O)nc3ccccc3c2=O)CC1)Nc1ccc(Cl)cc1F
ZINC000000007291,N#Cc1ccc(NC(=C\[N+](=O)[O-])/N=c2\cccc[nH]2)c(O)c1
ZINC000000007292,CCOc1ccc(C(=O)O[C@H]2CCCn3nc(C(=O)OC)cc32)cc1OCC
ZINC000000007293,COC(=O)[C@@H](OC(=O)[C@H]1CCCN(C(=O)OC(C)(C)C)C1)c1ccc(C)cc1
ZINC000000007294,CCOC(=O)C1=Cc2ccc(O)c(OC)c2N=C(N)C1
ZINC000000007295,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21
ZINC000000007296,CCN(CC)[C@@H](CO)c1cccc2c(C)c(C)oc12
ZINC000000007297,CCn1cc(CN(C)C(=O)[C@@H]2CC(=O)N(c3ccc4c(c3)OCCO4)C2)c(C)n1
ZINC000000007298,COCc1nc(N2CCOCC2)ncc1C(=O)OCCCN(C)c1ccccc1
ZINC000000007299,CNC(=O)Cc1c(-c2ccc(SC)cc2)nc2n1CCCCC2
ZINC000000007300,C=C1CC[C@@]2(O)C[C@H]1[C@H](C)C(=O)[C@@H]2C=C(C)C
ZINC000000007301,Fc1ccc(-c2nc[nH]c2-c2ccncc2)cc1
ZINC000000007302,Cc1nnc(NCCN2CC3CCC(CC3)C2)n2cccc12
ZINC000000007303,C[C@@]12CCCN1c1cc3[nH]c(=O)cc(C(F)(F)F)c3cc1CC2
ZINC000000007304,COC(=O)CCC(=O)NC1=C(Cl)C(=O)c2ccccc2C1=O
ZINC000000007305,CCc1cccc(C)c1NC(=O)CN1CCC([C@H]2NC(=O)NC2=O)CC1
ZINC000000007306,CCCc1ccc2c(c1)sc(=O)n2CCN1CCCCC1
ZINC000000007307,COc1ccc(S(=O)(=O)N2C[C@@H](O)C[C@@H]2C(=O)NO)cc1
ZINC000000007308,Cc1nn(C)c(C)c1CCN(C)C(=O)[C@H]1CC(=O)N(c2cccc(Cl)c2)C1
ZINC000000007309,COc1ccc([C@@H]2CNC(=O)CO2)cc1OC1CCCC1
ZINC000000007310,OC[C@@H]1O[C@H](n2cnc3c(N[C@H]4CCOC4)ncnc32)[C@@H](O)[C@H]1O
ZINC000000007311,COc1ccc(Cn2c(C3CCN(CC(=O)N4CCCC4)CC3)nn(C)c2=O)cc1
ZINC000000007312,Nc1nc(N)c2c(CSc3ccc4ccccc4c3)coc2n1
ZINC000000007313,CCc1ccc(CN2C[C@@H](C(=O)N3CC(CCF)C3)CC2=O)cc1
ZINC000000007314,COCc1c(N(C)Cc2ccncc2)cnn(C)c1=O
ZINC000000007315,COc1ncc(C(=O)N2CCN(Cc3cnnn3-c3ccccc3OC)CC2)c(C)n1
ZINC000000007316,Cc1ccc(-c2nc([C@H]3CCCN(CC(=O)Nc4nccs4)C3)no2)cc1
ZINC000000007317,COC(=O)[C@@H](OC(=O)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1)c1ccc(C)cc1
ZINC000000007318,CCc1noc([C@@H]2CCCCN2CC(=O)c2ccc3c(c2)OCO3)n1
ZINC000000007319,CCC[C@@H]1C(=O)N(c2c(F)c(F)nc(F)c2F)S(=O)(=O)N1C
ZINC000000007320,COCc1nc(N2CCOCC2)ncc1-c1nc(-c2cccc(Br)c2)no1
ZINC000000007321,Cc1ccc(C(=O)CN2CCN(c3ccnc(Cl)n3)CC2)cc1C
ZINC000000007322,O=C1NCc2c1cc1ccc3c(c1c2-c1ccc2c(c1)OCO2)OCO3
ZINC000000007323,COc1ccc(-c2cncc3[nH]c4ccccc4c23)cc1
ZINC000000007324,O=C(O)CC/C(=N\O)c1ccc(-c2ccc(Cl)cc2)cc1
ZINC000000007325,O=C1C(=Cc2ccncc2)[C@H](c2ccc(Cl)cc2)Cn2cccc21
ZINC000000007326,O=C1C=C(c2ccc(Br)cc2)O[C@@H]2C=CC=C[C@@H]12
ZINC000000007327,COc1cccc(Cc2nc(-c3c4n(c(=O)n(Cc5ccc(C)cc5)c3=O)CCC4)no2)c1
ZINC000000007328,O[C@H]1COC[C@@H]1Oc1nc(N2CCNCC2)nc2c1CCC2
ZINC000000007329,Cc1ccc(-c2nc([C@@H]3CCCN(CC(=O)Nc4nccs4)C3)no2)cc1
ZINC000000007330,COc1ccc(OC)c(C[C@H]2CCc3nc(N)nc(N)c3C2)c1
ZINC000000007331,CCc1cc(CC)c(F)c(CNc2nc(C)nc3[nH]ccc23)c1
ZINC000000007332,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CC#N
ZINC000000007333,COCCN(C(=O)Cc1nnc2cc(-c3nc(C(C)C)no3)ccn12)C1CCN(C)CC1
ZINC000000007334,CCc1ccc(CN2C[C@H](C(=O)N3CC(CCF)C3)CC2=O)cc1
ZINC000000007335,CC(C)[C@H](N)C(=O)N1CCCC1
ZINC000000007336,COCCC(=O)N1CCC[C@H]1c1nc(-c2ccc(C)cc2)no1
ZINC000000007337,c1ccc2c(c1)[nH]c1cccc3cc4[n+](c2c31)CCC4
ZINC000000007338,Cc1ccc(N2C[C@@H](C(=O)N3CC(CCF)C3)CC2=O)c(C)c1
ZINC000000007339,CN1CCC(c2c[nH]c3ccc(O)cc23)CC1
ZINC000000007340,Cn1cc(/C=C2\C(=O)Nc3ccccc32)c2ccccc21
ZINC000000007341,O=C1c2ccccc2C(=O)c2sc(-c3ccco3)nc21
ZINC000000007342,CC(C)CN1CCN(C(=O)Cc2cc(Cl)ccc2Br)CC1
ZINC000000007343,CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N
ZINC000000007344,Cc1noc(-c2ccn3c(CC(=O)N4CC[C@H](CCF)C4)nnc3c2)n1
ZINC000000007345,C[C@@]12CCC3=C(CCc4cc(O)ccc43)[C@H]1CC[C@H]2O
ZINC000000007346,NC(=O)COC(=O)[C@@H]1CC(=O)N(c2ccc(F)c(Cl)c2)C1
ZINC000000007347,COc1ccc(Cl)c(OC)c1C(=O)c1cc(Cl)c(Cl)[nH]1
ZINC000000007348,Cc1cc(Oc2ccc(NS(C)(=O)=O)s2)ccc1F
ZINC000000007349,Cc1cc(C)c2c(c1)C=C(CCN1CCCCC1)CCO2
ZINC000000007350,NC[C@H](CC(=O)O)CC1CCC1
ZINC000000007351,CN1CCC(=C(c2ccc(F)cc2)c2cc(Cl)cs2)CC1
ZINC000000007352,CCc1ccc(CN2C[C@@H](C(=O)N3CCCC[C@H]3c3nc(C)no3)CC2=O)cc1
ZINC000000007353,CCc1ccc(C2=NCCN2)cc1
ZINC000000007354,C#Cc1cccc(Nc2ncnc3ccc(-c4ccccn4)cc23)c1
ZINC000000007355,Nc1cc2cccnc2c(-c2ccc3nonc3c2)n1
ZINC000000007356,CCc1c(OC)cc2c(c1O)C(=O)C[C@H]1CCN(C)C[C@H]21
ZINC000000007357,N#C[C@H]1CN(C(=O)c2nnn(-c3cc(F)cc(F)c3)c2-c2ccncc2)CCO1
ZINC000000007358,Cc1ccc(-c2noc([C@@H]3CCCN3C(=O)CCS(=O)(=O)N(C)C)n2)cc1
ZINC000000007359,CCC(=O)NC[C@H]1C[C@@H]1c1cccc2c1CCO2
ZINC000000007360,CN1[C@H]2CC[C@@H]1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
ZINC000000007361,Oc1cccc2ccc(-c3ccc4cccc(O)c4c3O)c(O)c12
ZINC000000007362,CC[C@@H](C=O)NC(=O)c1ccccc1NC(=O)/C=C/c1ccccc1
ZINC000000007363,CN(C)CCOc1ccccc1-c1nc(-c2ccccc2)no1
ZINC000000007364,O=c1[nH]c(=O)n([C@H]2CO[C@@H](CO)O2)cc1I
ZINC000000007365,O=[N+]([O-])c1ccc(S[C@H]2O[C@@H]3CS[C@H]2[C@H](O)[C@H]3O)cc1
ZINC000000007366,OCc1ccc(-c2nn(Cc3ccccc3F)c3ncccc23)o1
ZINC000000007367,COc1ccc(C(=O)Nc2c(C)noc2C)cc1O[C@@H]1CCOC1
ZINC000000007368,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1
ZINC000000007369,Nc1nc2c(s1)CCc1nc3ccccn3c1-2
ZINC000000007370,CCc1ccc(N2C[C@H](C(=O)N3CCC(n4cnc5ncccc5c4=O)CC3)CC2=O)cc1
ZINC000000007371,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CC(=O)O)CC1
ZINC000000007372,C=C1C[C@@](COc2ccc3[nH]c(=O)ccc3c2)(c2ccccc2)OC1=O
ZINC000000007373,N=C(N)/C=C/c1ccc(OC(=O)c2ccco2)cc1
ZINC000000007374,Clc1ccc2c(c1)N(c1ncnc3[nH]ccc13)CC2
ZINC000000007375,Cc1ccc(-c2noc([C@H]3CCCN3C(=O)CCS(=O)(=O)N(C)C)n2)cc1
ZINC000000007376,O=C1c2cccc3cc(Br)cc(c23)[C@H]2C=CC=C[C@H]12
ZINC000000007377,Cc1cccc(N2CCN(C(=O)CCn3ccn4nc5c(c4c3=O)CCCC5)C[C@H]2C)c1
ZINC000000007378,N#Cc1cccc(Oc2ccc(C(=O)O)cc2)c1
ZINC000000007379,c1cncc([C@@H]2C3C[C@@H]4C[C@H](C3)CN2C4)c1
ZINC000000007380,COC1(CCOC(=O)[C@H]2CC(=O)N(c3ccc(Cl)cc3F)C2)CCC1
ZINC000000007381,Cc1ccc(C)c(CN2COCC2(C)C)c1
ZINC000000007382,Cc1ccc(CC2(O)CCN(CCOc3ccc(O)cc3)CC2)cc1
ZINC000000007383,CN1CCN2[C@H](C1)c1ccccc1[C@H]1CCCC[C@@H]12
ZINC000000007384,COc1cccc(-c2nccc3[nH]c(=O)c(-c4noc(C)n4)cc23)c1
ZINC000000007385,O=c1c(Br)ccc2n1C[C@H]1CNC[C@@H]2C1
ZINC000000007386,CSc1sc(C(N)=O)c2c1-c1oc(C)nc1CC2
ZINC000000007387,CC(=O)c1c(C)oc(-c2ccncc2)c1C
ZINC000000007388,Cc1c(CC(=O)O)c2cccccc-2c1C(=O)c1ccccc1
ZINC000000007389,NC(=O)c1c(Cl)c(-c2cccnc2)n2c1[C@@H](O)CCC2
ZINC000000007390,COc1cccc(-c2noc(CN(C)CC(=O)N3CCCC3)n2)c1OC
ZINC000000007391,CCc1ccc(N2C[C@@H](C(=O)N3CCC(n4cnc5ncccc5c4=O)CC3)CC2=O)cc1
ZINC000000007392,Cc1ccc(C(=O)N[C@@H]2CCCN(CCCn3c(O)nc4ccccc43)C2)cc1
ZINC000000007393,COc1cccc(C(=O)CN2CCC[C@@H](NC(=O)COc3cccc(C)c3)C2)c1
ZINC000000007394,NC(=O)N(O)CCn1cc(-c2cccnc2)c2ccccc21
ZINC000000007395,CC(C)c1ccc2[nH]cc(CCN3CCCC3)c2c1
ZINC000000007396,O=C(CCCN1CCN(c2ccc(Cl)cc2)CC1)N1CCCC1
ZINC000000007397,O=C(O)/C(=C/c1ccc2ccccc2c1)Sc1ccccc1
ZINC000000007398,CCCc1c(O)cc2oc3cc(Cl)c(C=O)n3c(=O)c2c1O
ZINC000000007399,O=C(c1ccccc1)c1cc2oc(S)nc2cc1Cl
ZINC000000007400,Cc1c([N+](=O)[O-])cc2[nH]c(=O)c(=O)n3c2c1CN(C)C(=O)C3
ZINC000000007401,C#C[C@H](N)[C@H]1C[C@]1(C(=O)N(CC)CC)c1ccccc1
ZINC000000007402,Cc1ccccc1C(=O)N1CCN(CC(=O)c2ccc([N+](=O)[O-])cc2)CC1
ZINC000000007403,O=C1NC[C@@]2(CN3CCC2CC3)O1
ZINC000000007404,CC(=O)NC[C@@H]1CN(c2ccc(-n3cc(C#N)cn3)c(F)c2)C(=O)O1
ZINC000000007405,CN1CCCCC(=N)N1
ZINC000000007406,Cc1ccc(N2CCN(C(=O)[C@@H]3CCCN3C(=O)c3cccnc3)CC2)c(C)c1
ZINC000000007407,CN(C)CCc1c[nH]c2nc(Cl)ccc12
ZINC000000007408,Cc1c(NC(=N)N)cc(C)c2[nH]cnc12
ZINC000000007409,C[C@H](NCc1cc(OCc2cccc(F)c2)no1)C(N)=O
ZINC000000007410,NC12CC3(F)CC(F)(C1)CC(F)(C2)C3
ZINC000000007411,COc1cccc(CN2C[C@@H](C(=O)N(C)Cc3cn(C)nc3C)CC2=O)c1
ZINC000000007412,C1=C(C2(c3ccc4ccccc4c3)CCC2)N2CCN=C2S1
ZINC000000007413,O[C@H](CCc1cccnc1)CCc1ccc2c(c1)OCCO2
ZINC000000007414,COc1ccc(C(=O)Nc2n[nH]cc2C(N)=O)cc1OC1CCCC1
ZINC000000007415,CCN(Cc1cn(CC)nc1C)C(=O)[C@@H]1CC(=O)N(c2ccc(C)cc2)C1
ZINC000000007416,CS(=O)(=O)c1ccc(/C(=C2\CCOC2=O)c2ccccc2)cc1
ZINC000000007417,Nc1c2ncn(Cc3cccc(Br)c3)c2nc[n+]1[O-]
ZINC000000007418,CC(C)Oc1ccc(C(=O)Nc2ccc3c(c2)CN(C)CC3)cc1
ZINC000000007419,O=C1NC(=O)[C@@H](C2CCN(CC(=O)c3ccccc3F)CC2)N1
ZINC000000007420,Cc1cc(Br)cc(C)c1OC[C@H]1CCCN(C)C1
ZINC000000007421,CC(=O)O[C@@H]1CC=C2C=C3OC(=O)C(C)=C3C[C@]2(C)[C@@H]1C
ZINC000000007422,O=c1[nH]c2cc(Cl)ccc2c(O)c1Sc1ccccc1
ZINC000000007423,CCOC(=O)C[C@@H]1CN[C@@H](c2cccc(C(=O)OCC)c2)CO1
ZINC000000007424,COC(=O)[C@]1(C)CCC[C@@]2(C)c3cc(OC)ccc3C(=O)C[C@H]12
ZINC000000007425,CC(=S)NC[C@@H]1CN(c2cc3ccc(C)nc3s2)C(=O)O1
ZINC000000007426,CCOc1ccc(-n2nnc(C(=O)N3C[C@H]4CC[C@H]3C4)c2CC)cc1
ZINC000000007427,O=C(O)[C@H]1C[C@@H]2C[C@H](COCc3nnn[nH]3)CC[C@@H]2CN1
ZINC000000007428,COc1cccc(CN2C[C@H](C(=O)N(C)Cc3cn(C)nc3C)CC2=O)c1
ZINC000000007429,Clc1ccc(N2C[C@@H]3CC[C@H](C2)N3)nn1
ZINC000000007430,N[C@H](C(=O)O)c1cc(O)cc(O)c1Cc1ccccc1
ZINC000000007431,Nc1nc(N)c(-c2cc(Cl)cc(Cl)c2Cl)c(CF)n1
ZINC000000007432,C[C@@H](Oc1ccc(-c2ccccc2)cc1)[C@H](O)CCc1cccnc1
ZINC000000007433,CCC(=O)NCC[C@H]1c2ccccc2-c2ccc3c(c21)CCO3
ZINC000000007434,O=C(NC[C@@H]1CCCN1CC1CC1)c1ccccc1
ZINC000000007435,C[C@]1(c2nc(C3CC3)no2)CCCN(C(=O)c2ccccc2F)C1
ZINC000000007436,COC(=O)c1cc(-c2ccc(OCC(C)C)c([N+](=O)[O-])c2)n[nH]1
ZINC000000007437,Cc1noc(C2(C)CCN(C(=O)c3cn(Cc4ccccc4)cn3)CC2)n1
ZINC000000007438,CCOC(=O)N1CCC2(CC1)N=C(N)c1c(F)cccc1O2
ZINC000000007439,S=c1[nH]nc(-c2ccccc2Nc2ccccc2)o1
ZINC000000007440,COc1ccc(OC)c2c(O)c3c(cc12)CO[C@@H]3C
ZINC000000007441,COc1ccc(S(=O)(=O)[C@H]2[C@@H]3CC[C@@H](O3)[C@@H]2C(=O)NO)cc1
ZINC000000007442,Cc1cc2c(cc1Cl)N(C(=O)Nc1cccc3ncccc13)CC2
ZINC000000007443,NC(=O)c1c(Cl)c(-c2cccnc2)n2c1CCCC2
ZINC000000007444,CC1=CC(C)(C)Nc2ccc(-c3cccc(C#N)c3)cc21
ZINC000000007445,C=CCN(CC=C)C(=O)c1nnn2c1CO[C@@H](c1ccccc1)C2
ZINC000000007446,O=c1oc(-c2cccnc2)cc2c1C=C1CCCC[C@@H]1O2
ZINC000000007447,CCC[C@H]1CN(C)CC[C@H]1c1ccc(Cl)cc1
ZINC000000007448,NC(=O)[C@H](CS)NC(=O)c1ccc(-c2ccccc2)cc1
ZINC000000007449,CNC(=O)CCCc1cccc2c1SCCO2
ZINC000000007450,C=CC[C@]1(CC(=O)O)CCCc2c1[nH]c1c(F)ccc(C#N)c21
ZINC000000007451,Cc1cc2[nH]cnc2c(C)c1N=C1NCCN1
ZINC000000007452,Cc1ccc(-c2cc3c(N)ncnc3nc2-c2cccs2)cc1F
ZINC000000007453,COc1cc(N)nc2[nH]c(-c3ccc(F)cc3)c(-c3ccncc3)c12
ZINC000000007454,CSc1ncc(C(=O)N2CCN(Cc3nncn3C3CCCCC3)CC2)cn1
ZINC000000007455,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
ZINC000000007456,CC(C)NC(=O)OCc1cnc2c(c1)C(=O)c1cccnc1C2=O
ZINC000000007457,O=C(Cc1ccccc1)N[C@@]1(C(=O)O)CCC(=O)O1
ZINC000000007458,CC[C@@H](C)C(=O)NCCc1ccc(O)cc1
ZINC000000007459,CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1
ZINC000000007460,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
ZINC000000007461,O=C(c1ccc2nonc2c1)N1CCCCC1
ZINC000000007462,N=c1sc2cc(OC(F)(F)F)cc3c2n1CCC3
ZINC000000007463,C[C@@H](O)[C@@H]1C(=O)N2C(C(=O)O)=C(c3cn4c[n+](C)cc4s3)[C@@H](C)[C@H]12
ZINC000000007464,COc1ccc(Cc2nc([C@@H]3CC(=O)N(CCc4ccccc4)C3)no2)cc1OC
ZINC000000007465,CNc1nc(N(C)CO)nc(N(C)CO)n1
ZINC000000007466,CCCc1noc(-c2cnc(N3CCOCC3)nc2COC)n1
ZINC000000007467,Cc1noc([C@@H]2CCCCN2CC(=O)Nc2cc(F)ccc2Cl)n1
ZINC000000007468,Cc1ccc(CN2C[C@@H](C(=O)OCc3cccn3C)CC2=O)cc1
ZINC000000007469,C=Cc1ccc2[nH]cc(C[C@@H]3CCCN3C)c2c1
ZINC000000007470,CC(C)(C)c1cc(O)c(C(C)(C)C)c2c1OCC2
ZINC000000007471,CNC(=O)c1cccc(NC(=O)Cc2ccc3ccccc3c2)c1
ZINC000000007472,CCc1noc([C@H]2CCCCN2C(=O)c2ccn(CC)n2)n1
ZINC000000007473,Cc1c(N2CC[C@@H](O)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
ZINC000000007474,O=C(CN1CCCC[C@H]1CCN1CCOCC1)Nc1ccccc1Cl
ZINC000000007475,COC(=O)[C@@H]1[C@H](Cc2ccccc2)C[C@@H]2[C@H](C)C[C@H]1N2C
ZINC000000007476,Cc1cc(=O)[nH]c2c1-c1nc3ccccc3c3ccnc(c13)C2=O
ZINC000000007477,CCCc1noc(-c2ccn3c(CN4CCCC[C@@H]4c4nc(C)no4)nnc3c2)n1
ZINC000000007478,Clc1nccc(N2CCN(Cc3nc(-c4cccc(Br)c4)no3)CC2)n1
